Chain	ctx11	ctx12	ctx13	ctx21	ctx22	ctx23	STD	TC	diff
t23	6	3	2	5	4	1	0	5	-5
t11	6	3	4	1	2	5	124	124	0
t12	6	3	4	1	2	5	20	20	0
t13	6	3	4	1	2	5	50	32	18
t21	6	3	4	1	2	5	3	3	0
t22	6	3	4	1	2	5	12	12	0
t23	6	3	4	1	2	5	87	23	64
t11	6	3	4	1	5	2	139	124	15
t12	6	3	4	1	5	2	22	16	6
t13	6	3	4	1	5	2	55	28	27
t21	6	3	4	1	5	2	3	3	0
t22	6	3	4	1	5	2	98	23	75
t23	6	3	4	1	5	2	9	8	1
t11	6	3	4	2	1	5	124	124	0
t12	6	3	4	2	1	5	20	20	0
t13	6	3	4	2	1	5	50	32	18
t21	6	3	4	2	1	5	12	12	0
t22	6	3	4	2	1	5	9	9	0
t23	6	3	4	2	1	5	87	23	64
t11	6	3	4	2	5	1	153	124	29
t12	6	3	4	2	5	1	23	16	7
t13	6	3	4	2	5	1	59	28	31
t21	6	3	4	2	5	1	13	8	5
t22	6	3	4	2	5	1	114	23	91
t23	6	3	4	2	5	1	6	5	1
t11	6	3	4	5	1	2	280	132	148
t12	6	3	4	5	1	2	72	22	50
t13	6	3	4	5	1	2	156	36	120
t21	6	3	4	5	1	2	237	23	214
t22	6	3	4	5	1	2	25	9	16
t23	6	3	4	5	1	2	34	14	20
t11	6	3	4	5	2	1	338	132	206
t12	6	3	4	5	2	1	80	22	58
t13	6	3	4	5	2	1	190	36	154
t21	6	3	4	5	2	1	296	23	273
t22	6	3	4	5	2	1	51	14	37
t23	6	3	4	5	2	1	8	5	3
t11	6	3	5	1	2	4	124	124	0
t12	6	3	5	1	2	4	20	20	0
t13	6	3	5	1	2	4	55	37	18
t21	6	3	5	1	2	4	3	3	0
t22	6	3	5	1	2	4	12	12	0
t23	6	3	5	1	2	4	33	19	14
t11	6	3	5	1	4	2	124	124	0
t12	6	3	5	1	4	2	16	16	0
t13	6	3	5	1	4	2	55	37	18
t21	6	3	5	1	4	2	3	3	0
t22	6	3	5	1	4	2	33	19	14
t23	6	3	5	1	4	2	8	8	0
t11	6	3	5	2	1	4	124	124	0
t12	6	3	5	2	1	4	20	20	0
t13	6	3	5	2	1	4	55	37	18
t21	6	3	5	2	1	4	12	12	0
t22	6	3	5	2	1	4	9	9	0
t23	6	3	5	2	1	4	33	19	14
t11	6	3	5	2	4	1	124	124	0
t12	6	3	5	2	4	1	16	16	0
t13	6	3	5	2	4	1	60	37	23
t21	6	3	5	2	4	1	8	8	0
t22	6	3	5	2	4	1	33	19	14
t23	6	3	5	2	4	1	5	5	0
t11	6	3	5	4	1	2	133	132	1
t12	6	3	5	4	1	2	22	22	0
t13	6	3	5	4	1	2	75	39	36
t21	6	3	5	4	1	2	35	19	16
t22	6	3	5	4	1	2	9	9	0
t23	6	3	5	4	1	2	14	14	0
t11	6	3	5	4	2	1	133	132	1
t12	6	3	5	4	2	1	22	22	0
t13	6	3	5	4	2	1	75	39	36
t21	6	3	5	4	2	1	35	19	16
t22	6	3	5	4	2	1	14	14	0
t23	6	3	5	4	2	1	5	5	0
t11	6	4	1	2	3	5	422	128	294
t12	6	4	1	2	3	5	266	24	242
t13	6	4	1	2	3	5	74	20	54
t21	6	4	1	2	3	5	167	7	160
t22	6	4	1	2	3	5	191	16	175
t23	6	4	1	2	3	5	358	23	335
t11	6	4	1	2	5	3	583	124	459
t12	6	4	1	2	5	3	351	20	331
t13	6	4	1	2	5	3	100	18	82
t21	6	4	1	2	5	3	223	7	216
t22	6	4	1	2	5	3	480	23	457
t23	6	4	1	2	5	3	253	12	241
t11	6	4	1	3	2	5	650	132	518
t12	6	4	1	3	2	5	411	24	387
t13	6	4	1	3	2	5	114	20	94
t21	6	4	1	3	2	5	334	16	318
t22	6	4	1	3	2	5	293	13	280
t23	6	4	1	3	2	5	559	23	536
t11	6	4	1	3	5	2	1115	124	991
t12	6	4	1	3	5	2	682	20	662
t13	6	4	1	3	5	2	190	18	172
t21	6	4	1	3	5	2	551	12	539
t22	6	4	1	3	5	2	933	23	910
t23	6	4	1	3	5	2	463	9	454
t11	6	4	1	5	2	3	0	132	-132
t12	6	4	1	5	2	3	0	26	-26
t13	6	4	1	5	2	3	0	20	-20
t21	6	4	1	5	2	3	0	23	-23
t22	6	4	1	5	2	3	0	13	-13
t23	6	4	1	5	2	3	0	18	-18
t11	6	4	1	5	3	2	0	133	-133
t12	6	4	1	5	3	2	0	26	-26
t13	6	4	1	5	3	2	0	20	-20
t21	6	4	1	5	3	2	0	23	-23
t22	6	4	1	5	3	2	0	18	-18
t23	6	4	1	5	3	2	0	9	-9
t11	6	4	2	1	3	5	199	128	71
t12	6	4	2	1	3	5	120	24	96
t13	6	4	2	1	3	5	37	23	14
t21	6	4	2	1	3	5	3	3	0
t22	6	4	2	1	3	5	88	16	72
t23	6	4	2	1	3	5	153	23	130
t11	6	4	2	1	5	3	271	124	147
t12	6	4	2	1	5	3	158	20	138
t13	6	4	2	1	5	3	51	21	30
t21	6	4	2	1	5	3	3	3	0
t22	6	4	2	1	5	3	221	23	198
t23	6	4	2	1	5	3	121	12	109
t11	6	4	2	3	1	5	452	132	320
t12	6	4	2	3	1	5	295	24	271
t13	6	4	2	3	1	5	125	29	96
t21	6	4	2	3	1	5	236	16	220
t22	6	4	2	3	1	5	25	9	16
t23	6	4	2	3	1	5	388	23	365
t11	6	4	2	3	5	1	1115	124	991
t12	6	4	2	3	5	1	682	20	662
t13	6	4	2	3	5	1	285	23	262
t21	6	4	2	3	5	1	551	12	539
t22	6	4	2	3	5	1	933	23	910
t23	6	4	2	3	5	1	19	5	14
t11	6	4	2	5	1	3	0	132	-132
t12	6	4	2	5	1	3	0	26	-26
t13	6	4	2	5	1	3	0	29	-29
t21	6	4	2	5	1	3	0	23	-23
t22	6	4	2	5	1	3	0	9	-9
t23	6	4	2	5	1	3	0	18	-18
t11	6	4	2	5	3	1	0	133	-133
t12	6	4	2	5	3	1	0	26	-26
t13	6	4	2	5	3	1	0	25	-25
t21	6	4	2	5	3	1	0	23	-23
t22	6	4	2	5	3	1	0	18	-18
t23	6	4	2	5	3	1	0	5	-5
t11	6	4	3	1	2	5	172	128	44
t12	6	4	3	1	2	5	111	24	87
t13	6	4	3	1	2	5	43	32	11
t21	6	4	3	1	2	5	3	3	0
t22	6	4	3	1	2	5	12	12	0
t23	6	4	3	1	2	5	141	23	118
t11	6	4	3	1	5	2	271	124	147
t12	6	4	3	1	5	2	158	20	138
t13	6	4	3	1	5	2	74	26	48
t21	6	4	3	1	5	2	3	3	0
t22	6	4	3	1	5	2	221	23	198
t23	6	4	3	1	5	2	10	8	2
t11	6	4	3	2	1	5	188	128	60
t12	6	4	3	2	1	5	115	24	91
t13	6	4	3	2	1	5	46	32	14
t21	6	4	3	2	1	5	12	12	0
t22	6	4	3	2	1	5	9	9	0
t23	6	4	3	2	1	5	147	23	124
t11	6	4	3	2	5	1	282	124	158
t12	6	4	3	2	5	1	168	20	148
t13	6	4	3	2	5	1	76	26	50
t21	6	4	3	2	5	1	18	8	10
t22	6	4	3	2	5	1	227	23	204
t23	6	4	3	2	5	1	7	5	2
t11	6	4	3	5	1	2	0	132	-132
t12	6	4	3	5	1	2	0	26	-26
t13	6	4	3	5	1	2	0	34	-34
t21	6	4	3	5	1	2	0	23	-23
t22	6	4	3	5	1	2	0	9	-9
t23	6	4	3	5	1	2	0	14	-14
t11	6	4	3	5	2	1	0	132	-132
t12	6	4	3	5	2	1	0	26	-26
t13	6	4	3	5	2	1	0	34	-34
t21	6	4	3	5	2	1	0	23	-23
t22	6	4	3	5	2	1	0	14	-14
t23	6	4	3	5	2	1	0	5	-5
t11	6	4	5	1	2	3	128	128	0
t12	6	4	5	1	2	3	25	25	0
t13	6	4	5	1	2	3	59	39	20
t21	6	4	5	1	2	3	3	3	0
t22	6	4	5	1	2	3	12	12	0
t23	6	4	5	1	2	3	17	17	0
t11	6	4	5	1	3	2	128	128	0
t12	6	4	5	1	3	2	25	25	0
t13	6	4	5	1	3	2	59	39	20
t21	6	4	5	1	3	2	3	3	0
t22	6	4	5	1	3	2	17	17	0
t23	6	4	5	1	3	2	8	8	0
t11	6	4	5	2	1	3	128	128	0
t12	6	4	5	2	1	3	25	25	0
t13	6	4	5	2	1	3	59	39	20
t21	6	4	5	2	1	3	12	12	0
t22	6	4	5	2	1	3	9	9	0
t23	6	4	5	2	1	3	17	17	0
t11	6	4	5	2	3	1	128	128	0
t12	6	4	5	2	3	1	25	25	0
t13	6	4	5	2	3	1	59	39	20
t21	6	4	5	2	3	1	8	8	0
t22	6	4	5	2	3	1	17	17	0
t23	6	4	5	2	3	1	5	5	0
t11	6	4	5	3	1	2	132	132	0
t12	6	4	5	3	1	2	25	25	0
t13	6	4	5	3	1	2	59	39	20
t21	6	4	5	3	1	2	17	17	0
t22	6	4	5	3	1	2	9	9	0
t23	6	4	5	3	1	2	14	14	0
t11	6	4	5	3	2	1	132	132	0
t12	6	4	5	3	2	1	25	25	0
t13	6	4	5	3	2	1	64	39	25
t21	6	4	5	3	2	1	17	17	0
t22	6	4	5	3	2	1	14	14	0
t23	6	4	5	3	2	1	5	5	0
t11	6	5	1	2	3	4	0	128	-128
t12	6	5	1	2	3	4	0	29	-29
t13	6	5	1	2	3	4	0	20	-20
t21	6	5	1	2	3	4	0	7	-7
t22	6	5	1	2	3	4	0	16	-16
t23	6	5	1	2	3	4	0	21	-21
t11	6	5	1	2	4	3	0	128	-128
t12	6	5	1	2	4	3	0	29	-29
t13	6	5	1	2	4	3	0	20	-20
t21	6	5	1	2	4	3	0	7	-7
t22	6	5	1	2	4	3	0	21	-21
t23	6	5	1	2	4	3	0	12	-12
t11	6	5	1	3	2	4	0	132	-132
t12	6	5	1	3	2	4	0	29	-29
t13	6	5	1	3	2	4	0	20	-20
t21	6	5	1	3	2	4	0	16	-16
t22	6	5	1	3	2	4	0	13	-13
t23	6	5	1	3	2	4	0	21	-21
t11	6	5	1	3	4	2	0	128	-128
t12	6	5	1	3	4	2	0	29	-29
t13	6	5	1	3	4	2	0	20	-20
t21	6	5	1	3	4	2	0	12	-12
t22	6	5	1	3	4	2	0	21	-21
t23	6	5	1	3	4	2	0	9	-9
t11	6	5	1	4	2	3	0	132	-132
t12	6	5	1	4	2	3	0	29	-29
t13	6	5	1	4	2	3	0	20	-20
t21	6	5	1	4	2	3	0	21	-21
t22	6	5	1	4	2	3	0	13	-13
t23	6	5	1	4	2	3	0	18	-18
t11	6	5	1	4	3	2	0	132	-132
t12	6	5	1	4	3	2	0	29	-29
t13	6	5	1	4	3	2	0	20	-20
t21	6	5	1	4	3	2	0	21	-21
t22	6	5	1	4	3	2	0	18	-18
t23	6	5	1	4	3	2	0	9	-9
t11	6	5	2	1	3	4	270	128	142
t12	6	5	2	1	3	4	204	29	175
t13	6	5	2	1	3	4	54	23	31
t21	6	5	2	1	3	4	3	3	0
t22	6	5	2	1	3	4	127	16	111
t23	6	5	2	1	3	4	146	21	125
t11	6	5	2	1	4	3	270	128	142
t12	6	5	2	1	4	3	204	29	175
t13	6	5	2	1	4	3	58	23	35
t21	6	5	2	1	4	3	3	3	0
t22	6	5	2	1	4	3	146	21	125
t23	6	5	2	1	4	3	128	12	116
t11	6	5	2	3	1	4	996	132	864
t12	6	5	2	3	1	4	773	29	744
t13	6	5	2	3	1	4	276	29	247
t21	6	5	2	3	1	4	542	16	526
t22	6	5	2	3	1	4	49	9	40
t23	6	5	2	3	1	4	591	21	570
t11	6	5	2	3	4	1	0	128	-128
t12	6	5	2	3	4	1	0	29	-29
t13	6	5	2	3	4	1	0	25	-25
t21	6	5	2	3	4	1	0	12	-12
t22	6	5	2	3	4	1	0	21	-21
t23	6	5	2	3	4	1	0	5	-5
t11	6	5	2	4	1	3	0	132	-132
t12	6	5	2	4	1	3	0	29	-29
t13	6	5	2	4	1	3	0	29	-29
t21	6	5	2	4	1	3	0	21	-21
t22	6	5	2	4	1	3	0	9	-9
t23	6	5	2	4	1	3	0	18	-18
t11	6	5	2	4	3	1	0	132	-132
t12	6	5	2	4	3	1	0	29	-29
t13	6	5	2	4	3	1	0	25	-25
t21	6	5	2	4	3	1	0	21	-21
t22	6	5	2	4	3	1	0	18	-18
t23	6	5	2	4	3	1	0	5	-5
t11	6	5	3	1	2	4	229	128	101
t12	6	5	3	1	2	4	156	29	127
t13	6	5	3	1	2	4	61	32	29
t21	6	5	3	1	2	4	3	3	0
t22	6	5	3	1	2	4	12	12	0
t23	6	5	3	1	2	4	129	21	108
t11	6	5	3	1	4	2	270	128	142
t12	6	5	3	1	4	2	204	29	175
t13	6	5	3	1	4	2	73	28	45
t21	6	5	3	1	4	2	3	3	0
t22	6	5	3	1	4	2	146	21	125
t23	6	5	3	1	4	2	9	8	1
t11	6	5	3	2	1	4	233	128	105
t12	6	5	3	2	1	4	156	29	127
t13	6	5	3	2	1	4	68	32	36
t21	6	5	3	2	1	4	12	12	0
t22	6	5	3	2	1	4	9	9	0
t23	6	5	3	2	1	4	129	21	108
t11	6	5	3	2	4	1	301	128	173
t12	6	5	3	2	4	1	222	29	193
t13	6	5	3	2	4	1	77	28	49
t21	6	5	3	2	4	1	13	8	5
t22	6	5	3	2	4	1	163	21	142
t23	6	5	3	2	4	1	6	5	1
t11	6	5	3	4	1	2	0	132	-132
t12	6	5	3	4	1	2	0	29	-29
t13	6	5	3	4	1	2	0	34	-34
t21	6	5	3	4	1	2	0	21	-21
t22	6	5	3	4	1	2	0	9	-9
t23	6	5	3	4	1	2	0	14	-14
t11	6	5	3	4	2	1	0	132	-132
t12	6	5	3	4	2	1	0	29	-29
t13	6	5	3	4	2	1	0	34	-34
t21	6	5	3	4	2	1	0	21	-21
t22	6	5	3	4	2	1	0	14	-14
t23	6	5	3	4	2	1	0	5	-5
t11	6	5	4	1	2	3	229	128	101
t12	6	5	4	1	2	3	156	29	127
t13	6	5	4	1	2	3	78	37	41
t21	6	5	4	1	2	3	3	3	0
t22	6	5	4	1	2	3	12	12	0
t23	6	5	4	1	2	3	17	17	0
t11	6	5	4	1	3	2	229	128	101
t12	6	5	4	1	3	2	156	29	127
t13	6	5	4	1	3	2	78	37	41
t21	6	5	4	1	3	2	3	3	0
t22	6	5	4	1	3	2	17	17	0
t23	6	5	4	1	3	2	8	8	0
t11	6	5	4	2	1	3	233	128	105
t12	6	5	4	2	1	3	156	29	127
t13	6	5	4	2	1	3	78	37	41
t21	6	5	4	2	1	3	12	12	0
t22	6	5	4	2	1	3	9	9	0
t23	6	5	4	2	1	3	17	17	0
t11	6	5	4	2	3	1	233	128	105
t12	6	5	4	2	3	1	156	29	127
t13	6	5	4	2	3	1	78	37	41
t21	6	5	4	2	3	1	8	8	0
t22	6	5	4	2	3	1	17	17	0
t23	6	5	4	2	3	1	5	5	0
t11	6	5	4	3	1	2	233	132	101
t12	6	5	4	3	1	2	156	29	127
t13	6	5	4	3	1	2	78	37	41
t21	6	5	4	3	1	2	17	17	0
t22	6	5	4	3	1	2	9	9	0
t23	6	5	4	3	1	2	14	14	0
t11	6	5	4	3	2	1	233	132	101
t12	6	5	4	3	2	1	156	29	127
t13	6	5	4	3	2	1	78	37	41
t21	6	5	4	3	2	1	17	17	0
t22	6	5	4	3	2	1	14	14	0
t23	6	5	4	3	2	1	5	5	0
